"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1970","1970","AUD","Australian Dollar","6","Millions",,,9787,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1971","1971","AUD","Australian Dollar","6","Millions",,,11102,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1972","1972","AUD","Australian Dollar","6","Millions",,,12790,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1973","1973","AUD","Australian Dollar","6","Millions",,,15311,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1974","1974","AUD","Australian Dollar","6","Millions",,,21193,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1975","1975","AUD","Australian Dollar","6","Millions",,,26350,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1976","1976","AUD","Australian Dollar","6","Millions",,,30547,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1977","1977","AUD","Australian Dollar","6","Millions",,,34248,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1978","1978","AUD","Australian Dollar","6","Millions",,,37800,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1979","1979","AUD","Australian Dollar","6","Millions",,,42045,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1980","1980","AUD","Australian Dollar","6","Millions",,,48550,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1981","1981","AUD","Australian Dollar","6","Millions",,,56429,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1982","1982","AUD","Australian Dollar","6","Millions",,,65838,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1983","1983","AUD","Australian Dollar","6","Millions",,,75306,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1984","1984","AUD","Australian Dollar","6","Millions",,,86005,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1985","1985","AUD","Australian Dollar","6","Millions",,,95601,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1986","1986","AUD","Australian Dollar","6","Millions",,,104004,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1987","1987","AUD","Australian Dollar","6","Millions",,,110049,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1988","1988","AUD","Australian Dollar","6","Millions",,,119572,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1989","1989","AUD","Australian Dollar","6","Millions",,,130328,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1990","1990","AUD","Australian Dollar","6","Millions",,,140602,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1991","1991","AUD","Australian Dollar","6","Millions",,,150577,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1992","1992","AUD","Australian Dollar","6","Millions",,,157482,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1993","1993","AUD","Australian Dollar","6","Millions",,,164468,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1994","1994","AUD","Australian Dollar","6","Millions",,,172687,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1995","1995","AUD","Australian Dollar","6","Millions",,,181991,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1996","1996","AUD","Australian Dollar","6","Millions",,,186770,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1997","1997","AUD","Australian Dollar","6","Millions",,,189538,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1998","1998","AUD","Australian Dollar","6","Millions",,,222972,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","1999","1999","AUD","Australian Dollar","6","Millions",,,234171,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2000","2000","AUD","Australian Dollar","6","Millions",,,257981,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2001","2001","AUD","Australian Dollar","6","Millions",,,272429,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2002","2002","AUD","Australian Dollar","6","Millions",,,281565,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2003","2003","AUD","Australian Dollar","6","Millions",,,303778,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2004","2004","AUD","Australian Dollar","6","Millions",,,325281,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2005","2005","AUD","Australian Dollar","6","Millions",,,348130,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2006","2006","AUD","Australian Dollar","6","Millions",,,377474,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2007","2007","AUD","Australian Dollar","6","Millions",,,408190,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2008","2008","AUD","Australian Dollar","6","Millions",,,466069,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2009","2009","AUD","Australian Dollar","6","Millions",,,499267,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2010","2010","AUD","Australian Dollar","6","Millions",,,523104,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2011","2011","AUD","Australian Dollar","6","Millions",,,557755,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2012","2012","AUD","Australian Dollar","6","Millions",,,558195,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2013","2013","AUD","Australian Dollar","6","Millions",,,585105,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2014","2014","AUD","Australian Dollar","6","Millions",,,596844,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2015","2015","AUD","Australian Dollar","6","Millions",,,620792,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2016","2016","AUD","Australian Dollar","6","Millions",,,648937,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2017","2017","AUD","Australian Dollar","6","Millions",,,677918,,
"AUS","Australia","GTE","Total General government expenditure","GS13","General government","C","Current prices","2018","2018","AUD","Australian Dollar","6","Millions",,,711049,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1970","1970","AUD","Australian Dollar","6","Millions",,,9169,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1971","1971","AUD","Australian Dollar","6","Millions",,,10437,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1972","1972","AUD","Australian Dollar","6","Millions",,,11813,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1973","1973","AUD","Australian Dollar","6","Millions",,,14813,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1974","1974","AUD","Australian Dollar","6","Millions",,,18738,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1975","1975","AUD","Australian Dollar","6","Millions",,,22771,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1976","1976","AUD","Australian Dollar","6","Millions",,,26534,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1977","1977","AUD","Australian Dollar","6","Millions",,,28922,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1978","1978","AUD","Australian Dollar","6","Millions",,,32146,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1979","1979","AUD","Australian Dollar","6","Millions",,,37805,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1980","1980","AUD","Australian Dollar","6","Millions",,,43483,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1981","1981","AUD","Australian Dollar","6","Millions",,,49882,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1982","1982","AUD","Australian Dollar","6","Millions",,,55060,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1983","1983","AUD","Australian Dollar","6","Millions",,,62322,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1984","1984","AUD","Australian Dollar","6","Millions",,,72396,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1985","1985","AUD","Australian Dollar","6","Millions",,,82061,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1986","1986","AUD","Australian Dollar","6","Millions",,,93931,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1987","1987","AUD","Australian Dollar","6","Millions",,,104262,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1988","1988","AUD","Australian Dollar","6","Millions",,,115762,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1989","1989","AUD","Australian Dollar","6","Millions",,,121890,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1990","1990","AUD","Australian Dollar","6","Millions",,,126853,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1991","1991","AUD","Australian Dollar","6","Millions",,,126069,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1992","1992","AUD","Australian Dollar","6","Millions",,,130079,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1993","1993","AUD","Australian Dollar","6","Millions",,,143874,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1994","1994","AUD","Australian Dollar","6","Millions",,,152149,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1995","1995","AUD","Australian Dollar","6","Millions",,,166664,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1996","1996","AUD","Australian Dollar","6","Millions",,,180501,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1997","1997","AUD","Australian Dollar","6","Millions",,,190557,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1998","1998","AUD","Australian Dollar","6","Millions",,,227464,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","1999","1999","AUD","Australian Dollar","6","Millions",,,247405,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2000","2000","AUD","Australian Dollar","6","Millions",,,249280,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2001","2001","AUD","Australian Dollar","6","Millions",,,266714,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2002","2002","AUD","Australian Dollar","6","Millions",,,287274,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2003","2003","AUD","Australian Dollar","6","Millions",,,310756,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2004","2004","AUD","Australian Dollar","6","Millions",,,333973,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2005","2005","AUD","Australian Dollar","6","Millions",,,364708,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2006","2006","AUD","Australian Dollar","6","Millions",,,395460,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2007","2007","AUD","Australian Dollar","6","Millions",,,416670,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2008","2008","AUD","Australian Dollar","6","Millions",,,418873,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2009","2009","AUD","Australian Dollar","6","Millions",,,426927,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2010","2010","AUD","Australian Dollar","6","Millions",,,459900,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2011","2011","AUD","Australian Dollar","6","Millions",,,488551,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2012","2012","AUD","Australian Dollar","6","Millions",,,513859,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2013","2013","AUD","Australian Dollar","6","Millions",,,539640,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2014","2014","AUD","Australian Dollar","6","Millions",,,559211,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2015","2015","AUD","Australian Dollar","6","Millions",,,582261,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2016","2016","AUD","Australian Dollar","6","Millions",,,616317,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2017","2017","AUD","Australian Dollar","6","Millions",,,662732,,
"AUS","Australia","GTR","Total General government revenue","GS13","General government","C","Current prices","2018","2018","AUD","Australian Dollar","6","Millions",,,701503,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1972","1972","AUD","Australian Dollar","6","Millions",,,10064,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1973","1973","AUD","Australian Dollar","6","Millions",,,12170,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1974","1974","AUD","Australian Dollar","6","Millions",,,16939,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1975","1975","AUD","Australian Dollar","6","Millions",,,21629,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1976","1976","AUD","Australian Dollar","6","Millions",,,24876,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1977","1977","AUD","Australian Dollar","6","Millions",,,27923,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1978","1978","AUD","Australian Dollar","6","Millions",,,30057,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1979","1979","AUD","Australian Dollar","6","Millions",,,33691,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1980","1980","AUD","Australian Dollar","6","Millions",,,38743,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1981","1981","AUD","Australian Dollar","6","Millions",,,44904,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1982","1982","AUD","Australian Dollar","6","Millions",,,52630,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1983","1983","AUD","Australian Dollar","6","Millions",,,61192,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1984","1984","AUD","Australian Dollar","6","Millions",,,69148,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1985","1985","AUD","Australian Dollar","6","Millions",,,76185,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1986","1986","AUD","Australian Dollar","6","Millions",,,82126,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1987","1987","AUD","Australian Dollar","6","Millions",,,86339,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1988","1988","AUD","Australian Dollar","6","Millions",,,91168,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1989","1989","AUD","Australian Dollar","6","Millions",,,98101,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1990","1990","AUD","Australian Dollar","6","Millions",,,106050,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1991","1991","AUD","Australian Dollar","6","Millions",,,113258,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1992","1992","AUD","Australian Dollar","6","Millions",,,118564,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1993","1993","AUD","Australian Dollar","6","Millions",,,122680,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1994","1994","AUD","Australian Dollar","6","Millions",,,129618,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1995","1995","AUD","Australian Dollar","6","Millions",,,137014,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1996","1996","AUD","Australian Dollar","6","Millions",,,138755,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1997","1997","AUD","Australian Dollar","6","Millions",,,138517,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1998","1998","AUD","Australian Dollar","6","Millions",,,152371,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","1999","1999","AUD","Australian Dollar","6","Millions",,,161602,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2000","2000","AUD","Australian Dollar","6","Millions",,,187639,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2001","2001","AUD","Australian Dollar","6","Millions",,,202193,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2002","2002","AUD","Australian Dollar","6","Millions",,,207162,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2003","2003","AUD","Australian Dollar","6","Millions",,,223190,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2004","2004","AUD","Australian Dollar","6","Millions",,,238777,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2005","2005","AUD","Australian Dollar","6","Millions",,,252527,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2006","2006","AUD","Australian Dollar","6","Millions",,,270697,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2007","2007","AUD","Australian Dollar","6","Millions",,,292756,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2008","2008","AUD","Australian Dollar","6","Millions",,,339345,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2009","2009","AUD","Australian Dollar","6","Millions",,,358544,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2010","2010","AUD","Australian Dollar","6","Millions",,,377995,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2011","2011","AUD","Australian Dollar","6","Millions",,,400496,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2012","2012","AUD","Australian Dollar","6","Millions",,,396091,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2013","2013","AUD","Australian Dollar","6","Millions",,,421808,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2014","2014","AUD","Australian Dollar","6","Millions",,,431845,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2015","2015","AUD","Australian Dollar","6","Millions",,,445206,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2016","2016","AUD","Australian Dollar","6","Millions",,,465852,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2017","2017","AUD","Australian Dollar","6","Millions",,,479382,,
"AUS","Australia","GTE","Total General government expenditure","GS1311","Central government","C","Current prices","2018","2018","AUD","Australian Dollar","6","Millions",,,504202,,
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1972","1972","AUD","Australian Dollar","6","Millions",,,10014,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1973","1973","AUD","Australian Dollar","6","Millions",,,12862,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1974","1974","AUD","Australian Dollar","6","Millions",,,16337,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1975","1975","AUD","Australian Dollar","6","Millions",,,19604,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1976","1976","AUD","Australian Dollar","6","Millions",,,22799,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1977","1977","AUD","Australian Dollar","6","Millions",,,24738,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1978","1978","AUD","Australian Dollar","6","Millions",,,27506,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1979","1979","AUD","Australian Dollar","6","Millions",,,32349,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1980","1980","AUD","Australian Dollar","6","Millions",,,37059,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1981","1981","AUD","Australian Dollar","6","Millions",,,42108,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1982","1982","AUD","Australian Dollar","6","Millions",,,45713,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1983","1983","AUD","Australian Dollar","6","Millions",,,51866,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1984","1984","AUD","Australian Dollar","6","Millions",,,60418,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1985","1985","AUD","Australian Dollar","6","Millions",,,68267,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1986","1986","AUD","Australian Dollar","6","Millions",,,78461,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1987","1987","AUD","Australian Dollar","6","Millions",,,85934,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1988","1988","AUD","Australian Dollar","6","Millions",,,93797,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1989","1989","AUD","Australian Dollar","6","Millions",,,97613,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1990","1990","AUD","Australian Dollar","6","Millions",,,101132,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1991","1991","AUD","Australian Dollar","6","Millions",,,98032,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1992","1992","AUD","Australian Dollar","6","Millions",,,98560,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1993","1993","AUD","Australian Dollar","6","Millions",,,106669,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1994","1994","AUD","Australian Dollar","6","Millions",,,112541,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1995","1995","AUD","Australian Dollar","6","Millions",,,122629,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1996","1996","AUD","Australian Dollar","6","Millions",,,132817,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1997","1997","AUD","Australian Dollar","6","Millions",,,141620,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1998","1998","AUD","Australian Dollar","6","Millions",,,158300,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","1999","1999","AUD","Australian Dollar","6","Millions",,,176294,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2000","2000","AUD","Australian Dollar","6","Millions",,,182425,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2001","2001","AUD","Australian Dollar","6","Millions",,,197598,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2002","2002","AUD","Australian Dollar","6","Millions",,,211893,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2003","2003","AUD","Australian Dollar","6","Millions",,,229792,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2004","2004","AUD","Australian Dollar","6","Millions",,,248662,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2005","2005","AUD","Australian Dollar","6","Millions",,,272574,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2006","2006","AUD","Australian Dollar","6","Millions",,,293398,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2007","2007","AUD","Australian Dollar","6","Millions",,,308602,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2008","2008","AUD","Australian Dollar","6","Millions",,,307816,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2009","2009","AUD","Australian Dollar","6","Millions",,,308207,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2010","2010","AUD","Australian Dollar","6","Millions",,,331041,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2011","2011","AUD","Australian Dollar","6","Millions",,,353027,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2012","2012","AUD","Australian Dollar","6","Millions",,,371119,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2013","2013","AUD","Australian Dollar","6","Millions",,,387039,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2014","2014","AUD","Australian Dollar","6","Millions",,,397161,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2015","2015","AUD","Australian Dollar","6","Millions",,,411679,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2016","2016","AUD","Australian Dollar","6","Millions",,,438873,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2017","2017","AUD","Australian Dollar","6","Millions",,,477900,"E","Estimated value"
"AUS","Australia","GTR","Total General government revenue","GS1311","Central government","C","Current prices","2018","2018","AUD","Australian Dollar","6","Millions",,,513035,"E","Estimated value"
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1970","1970","AUD","Australian Dollar","6","Millions",,,40314,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1971","1971","AUD","Australian Dollar","6","Millions",,,44484,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1972","1972","AUD","Australian Dollar","6","Millions",,,49747,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1973","1973","AUD","Australian Dollar","6","Millions",,,60272,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1974","1974","AUD","Australian Dollar","6","Millions",,,71158,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1975","1975","AUD","Australian Dollar","6","Millions",,,83234,,
"AUS","Australia","B1_GE","Gross domestic product (expenditure approach)","S1","Total economy","C","Current prices","1976","1976","AUD","Australian Dollar","6","Millions",,,96074,,
